Date,Close/Last,Volume,Open,High,Low,Day
44496,771.6,1046,771.6,776.82,770,833
44495,774.15,277,773,776.269,765.4,834
44494,769.69,353,766.65,770,763.84,835
44491,778.98,1235,777.28,780,774.15,836
44490,773.39,264,763.23,773.58,762.85,837
44489,764.17,2151,758.64,767.67,755.1541,838
44488,746.05,776,754.15,756.26,746.01,839
44487,752.79,403,752.38,757.52,748.73,840
44484,768.08,943,774.55,778.38,766.54,841
44483,774.92,1600,769.57,775,769.57,842
44482,761.285,2091,752.03,763.55,751.05,843
44481,733.35,175,726.88,749,726.36,844
44480,723.94,211,728.23,734.02,723.94,845
44477,729.49,420,716.9,739,716.9,846
44476,739.2,612,736,739.92,732.48,847
44475,729.13,677,736,736,718.0001,848
44474,736,439,727.33,736,726.69,849
44473,720.08,526,733.95,733.95,716,850
44470,730,458,731.44,741.46,724.98,851
44469,716.2,986,724.08,725,714,852
44468,725,1717,731.14,734.42,725,853
44467,726.93,17175,741.57,741.57,720,854
44466,742,1039,749.15,749.15,739.19,855
44463,757.92,427,769.7,769.7,750.01,856
44462,769.5699,1140,750,770.87,750,857
44461,755,1365,750,760.9743,749.36,858
44460,740.7,1670,746.29,749.99,737.08,859
44459,728.9,1458,726,739,714.14,860
44456,739,824,753,753,733.08,861
44455,742.76,1192,745.95,745.95,735.82,862
44454,738.75,2661,729.48,751,729.48,863
44453,759.05,930,771.56,771.56,758.89,864
44452,780,612,789.5,789.5,771.52,865
44449,778,2209,789,795,778,866
44448,773.19,2404,768.14,782.92,768.14,867
44447,765.51,789,773.05,773.75,765,868
44446,773,712,757.25,775,757.25,869
44442,757.24,728,770,770,753.05,870
44441,770.12,680,775,784,760,871
44440,769.46,3358,745,772.3315,745,872
44439,740.875,891,737.9,747.7,737.18,873
44438,736,1528,735,741.3436,735,874
44435,734.31,485,729,739.34,729,875
44434,730.01,2495,730.05,738.85,726.69,876
44433,734.5,11882,738.9,738.9,732,877
44432,738,37248,740.2,741.24,730,878
44431,746.24,1741,760.2,760.2,732.55,879
44428,730,2963,727.54,731.61,721.25,880
44427,721,5990,735.275,740,714.88,881
44426,766.5,3705,779.665,790,764,882
44425,811.65,1507,810.755,818.01,804,883
44424,824,466,820,829,815,884
44421,840,243,840,840,830,885
44420,840,791,831,840.46,829.3401,886
44419,825.0001,546,826.25,830.5,825,887
44418,822.57,232,827.7,827.7,820,888
44417,824.905,283,815.13,844.9,800.9,889
44414,824.92,493,830.3,830.3,818,890
44413,825.935,1231,830,831.14,822.15,891
44412,827.92,438,830,830,820.59,892
44411,829.69,1604,825.7,831.84,820.59,893
44410,816,879,812.475,816.49,809.95,894
44407,814.1,386,814,814.4,800,895
44406,813.97,787,813.965,816.36,812.33,896
44405,814,3259,803.205,814.92,800.29,897
44404,796.08,975,808,808,787.95,898
44403,805.05,1277,799.95,805.05,793.49,899
44400,795.96,1462,781.3,796.2005,781.3,900
44399,784,326,780.55,784,770.35,901
44398,783.92,418,773.85,784,772.06,902
44397,762.83,1985,762,768.16,753.13,903
44396,751.98,1198,762.25,762.25,751,904
44393,777.1,1011,777.35,777.35,766,905
44392,791.28,285,794.34,797.71,781,906
44391,794.34,748,796.16,797.2927,790.01,907
44390,790.755,1503,795.61,799.54,778.41,908
44389,793,682,777.04,795,777.04,909
44386,790,2399,783.25,791,758.8,910
44385,759.05,34119,767.65,768.14,745.37,911
44384,783.12,1486,775.2,783.25,774.04,912
44383,778.8,582,790,792.55,772.26,913
44379,789.5,817,789.55,791.36,779.3,914
44378,783.34,721,792,792,783.11,915
44377,790.08,13323,790,803.56,785,916
44376,805,998,808.2,808.2,802,917
44375,798.15,1343,800,809.98,795.55,918
44372,809.6,876,809,813.54,801.9,919
44371,808.72,1019,805,814.69,800,920
44370,801,1816,807,815.34,796.15,921
44369,815.0493,1015,832.05,832.05,806.23,922
44368,813.02,822,817.4,817.4,809.6,923
44365,813,1368,818.75,818.75,809,924
44364,825.28,1026,813.995,825.28,813.79,925
44363,822.5,915,829.3,832.98,811.76,926
44362,826.92,750,817.015,832.98,814.03,927
44361,819.3,858,814,827.3,811.36,928
44358,813.75,899,810,817,804.62,929
44357,808.9999,1596,805,810,798,930
44356,816,424,801.685,817.92,798.87,931
44355,810,1278,818.23,818.23,802,932
44354,806.65,1485,799,806.65,793.43,933
44351,792.17,2081,800,800,790.4635,934
44350,799,1817,806.13,806.13,785.8,935
44349,814.8,1035,800.45,817.9,800.45,936
44348,803.08,1795,800.3,810.8,800.3,937
44344,805,1663,797,805.99,793.125,938
44343,794.92,612,792.88,795.17,789.9331,939
44342,786.28,1178,790,790,780,940
44341,788.27,1301,792.29,792.29,779.3,941
44340,773.08,569,774.99,780.0386,765,942
44337,764.67,625,770.25,774.99,764.47,943
44336,758.08,38247,740,770,740,944
44335,750.2,1085,783,783,747.78,945
44334,769.92,361,762,770,755.55,946
44333,762,506,765,765.6,755.05,947
44330,769.92,1354,764.8,770,751.84,948
44329,748.5,980,745.755,765.3,734.53,949
44328,735.75,943,743.8,743.8,735,950
44327,755,768,744.16,775.99,740.66,951
44326,756.49,570,767.6,767.6,756.49,952
44323,766.975,1137,759.92,770,756.36,953
44322,759.92,570,761,761,748,954
44321,758.55,1978,765.8,765.8,753,955
44320,744.01,1606,776,776,740.04,956
44319,762.5,1213,755.4,764.12,755.4,957
44316,757.5,1260,775.81,775.81,753,958
44315,776.54,420,770.45,776.54,766.08,959
44314,766.9,4043,767.92,770,761,960
44313,767.92,391,755,768.9,755,961
44312,755.08,9624,764.3,764.3,753.7,962
44309,760.9,367,760.95,760.95,754.77,963
44308,760.44,678,762.4,768,753.8,964
44307,753.8025,676,759.525,769.05,750,965
44306,730.465,1059,744,744,729,966
44305,753.5,1568,759.65,759.7577,747.26,967
44302,759.85,769,750.075,760,747,968
44301,736.08,1005,737.34,744.32,730,969
44300,733.52,913,733.73,735.561,727.92,970
44299,745.5,1394,706.4,745.5,706.4,971
44298,707.46,549,704,721.55,682.35,972
44295,705,526,708,713.95,695.96,973
44294,703,846,699.95,703.96,694.2,974
44293,689.99,451,689.99,689.99,678,975
44292,680,706,687.95,687.95,680,976
44291,689.03,885,677.71,689.25,677.71,977
44287,677.96,558,675.85,689.25,665.9,978
44286,668.75,1141,671.56,671.56,662.72,979
44285,671.69,951,664.525,675.6,660.08,980
44284,657,1355,658.9,660,652.47,981
44281,657.92,486,659.2,660,651.03,982
44280,654.25,714,640,660,640,983
44279,652.22,511,648.88,674.45,648.88,984
44278,666.27,726,663.6,666.35,657,985
44277,662.4,487,664,674.65,662.08,986
44274,662.08,1258,665.03,678.92,656.32,987
44273,676.4,1354,682.96,687,670,988
44272,686.91,1967,672.215,686.99,672.215,989
44271,670.92,2419,661.5,670.92,661.5,990
44270,669.925,1640,672.7,672.7,659.12,991
44267,679,905,675.45,679.5,669.05,992
44266,679.99,1047,668.5,680,665,993
44265,660.08,1113,657.99,664,654.37,994
44264,649.4,394,647.15,649.5,641.48,995
44263,638.92,398,623.5,648.75,623.5,996
44260,639.02,795,640.75,640.75,621.9,997
44259,638.27,1047,655,655,633.36,998
44258,655.08,778,660,660,650,999
44257,652.08,723,650,658.8,645.15,1000
44256,650.5,846,642,651.73,638.9,1001
44253,642,1656,650.12,650.12,630,1002
44252,649,1144,650.54,655.5,636.36,1003
44251,649.01,1416,660,665.45,644.04,1004
44250,653,2373,668.15,668.45,647.14,1005
44249,665.92,1484,659,671.44,655,1006
44246,657,842,673.85,673.85,650.58,1007
44245,650.5,302,663.5,663.5,643.4942,1008
44244,652.92,707,654.5,656.25,643.0683,1009
44243,654.67,2427,646,656.87,641.46,1010
44239,639.13,764,644.34,646.92,637.59,1011
44238,648.92,1407,645,648.92,639.35,1012
44237,644.2,1457,653.7,653.7,640.5,1013
44236,653.6,2405,645.8,654.98,645.8,1014
44235,636,1005,644.3,644.3,632.63,1015
44232,637.91,1151,640,640.23,625.32,1016
44231,631.9,771,630.75,631.9,623.17,1017
44230,636.92,1185,637,637.97,628.21,1018
44229,635,1717,624.5,635.5,621.55,1019
44228,616.84,419,608.15,626.4,605.98,1020
44225,604.7,1555,611,617.48,601,1021
44224,624.2,861,627,631.65,611,1022
44223,611.36,1643,618,618,598.747,1023
44222,626,1349,624,635,616,1024
44221,617,2034,620,620,607.61,1025
44218,629,2375,620,629,618.5355,1026
44217,620,784,622,624.65,617.75,1027
44216,616.66,1476,600,623.85,600,1028
44215,598.57,3505,600.04,602,591.8926,1029
44211,600.04,1831,605.25,605.25,595.2,1030
44210,621.36,816,623,623,616.47,1031
44209,624.62,1437,625,626,620.65,1032
44208,631.12,432,631.3,631.96,623.63,1033
44207,633.04,1090,633.35,636.93,628.8,1034
44204,642.01,1256,642.75,646.12,636.7444,1035
44203,633,932,631,636.91,625.75,1036
44202,621.25,1236,615,622.7264,614.51,1037
44201,624.295,1244,622,627,617.25,1038
44200,625.806,1071,634,639.5,620,1039
44196,626,825,630,632,620.11,1040
44195,630,1576,634.2,634.95,629.79,1041
44194,631,2641,625.3,633.1191,624.35,1042
44193,618.46,2177,603,632.2,602,1043
44189,602.04,157,602,632.2,602,1044
44188,603.19,236,606.3,608.61,600.69,1045
44187,598.2,1526,602.25,603.7,596.37,1046
44186,608.51,903,602.1,608.55,593.0659,1047
44183,607.96,742,613.65,619.96,607.75,1048
44182,616.36,2560,620,623.31,614,1049
44181,619.81,1088,616,619.85,611.5,1050
44180,616.1,801,623.99,624,615.6,1051
44179,616.96,3447,615.9,621.77,615.9,1052
44176,609.77,608,604.7,612.9357,602.95,1053
44175,610.36,2450,600.9,610.36,600.9,1054
44174,598.69,1726,599.9,603.55,598.65,1055
44173,602,442,599.02,604.71,596.4,1056
44172,597.75,2382,596.1,600.7,590.65,1057
44169,597.7,797,598.05,600,595.625,1058
44168,605,278,608.15,608.51,602.55,1059
44167,604.36,493,600.5,604.4,595.79,1060
44166,598.79,5730,592.4,605.47,588.49,1061
44165,578.55,3772,593.3,596.4,578.55,1062
44162,591.96,916,592.04,594.94,590,1063
44160,592.04,526,589.3,594,588.44,1064
44159,590.05,469,589.35,591.25,583.95,1065
44158,584.04,33969,589.95,594.4,580.43,1066
44155,586,2156,581.05,587.46,581.05,1067
44154,580.08,369,573.85,584.43,573.85,1068
44153,574.29,475,572.85,578.8,572.85,1069
44152,572,1466,563.979,572.16,560.45,1070
44151,561.6,1351,565,569.95,561.07,1071
44148,559.96,353,556,559.96,553,1072
44147,556,1567,557.25,562.1,552.77,1073
44146,575.465,695,569.25,578.2,564.2,1074
44145,558.5,775,555,565,555,1075
44144,545,3955,566,566,545,1076
44141,515.35,477,518.9,521.55,512.39,1077
44140,517.05,926,514.8,517.25,510,1078
44139,493.03,441,485.7,496.25,485.7,1079
44138,481.1,463,475.45,481.1,475.45,1080
44137,474.95,878,470,475.65,469.55,1081
44134,466.04,1135,473.69,474.3,466.04,1082
44133,475,2287,466.9,477.5,466.9,1083
44132,471.475,1221,469.65,474.86,464.66,1084
44131,491.11,1064,498.6,499.96,491.11,1085
44130,495.25,465,504.15,504.15,495.04,1086
44127,502.09,199,504.55,508.49,502.04,1087
44126,504.96,236,507.75,509.21,500,1088
44125,509.01,407,509.8,511.45,505.5,1089
44124,513.07,1788,509.17,514.55,506.53,1090
44123,505.5,1690,509.57,513.57,505.5,1091
44120,510.8,1800,503.19,511.36,503.15,1092
44119,500,811,472.15,500,465.08,1093
44118,484.125,413,486.62,488.1,480.12,1094
44117,492.46,186,486.62,492.46,486.62,1095
44116,496.45,565,494.11,496.95,490,1096
44113,488.21,965,484.85,490.08,482.1,1097
44112,480.04,664,475.6,481.85,475.6,1098
44111,484.96,190,479.5,485,479,1099
44110,477.13,634,485.4,488.16,477.13,1100
44109,488.89,580,482.1,488.89,482.1,1101
44106,477.6,777,474.85,480.87,473.19,1102
44105,482.56,176,482.7,482.7,477.17,1103
44104,473,229,476.05,476.05,465,1104
44103,480.475,528,481.05,481.91,476.05,1105
44102,473.66,566,471.525,475,470.04,1106
44099,471.56,312,461.8,471.56,458.12,1107
44098,470.04,509,467.9,475,465.52,1108
44097,463.84,1766,466.5,471.5,463.84,1109
44096,464.5,403,465,466.65,458.85,1110
44095,470.73,1464,473.35,473.35,462.04,1111
44092,495.71,729,496,496.3,485.87,1112
44091,495.79,359,501.17,501.65,495.79,1113
44090,503.44,409,501.99,506.68,499.07,1114
44089,502.05,447,501.95,507.66,500.1,1115
44088,498.96,1016,497.05,503.44,495.64,1116
44085,493,1439,491.45,498.5,486.25,1117
44084,477.96,486,480,484.98,474.5,1118
44083,480.36,474,479.36,482.26,475.9,1119
44082,472.13,735,474.55,480.66,469.9,1120
44078,475.04,647,481.9,484.5,470.04,1121
44077,479.075,3624,490.05,491.41,479,1122
44076,484.255,990,486.85,486.85,476.5,1123
44075,471.455,453,469,477.9,469,1124
44074,472,1604,473,475.5,469,1125
44071,469.15,404,475.55,475.55,469.11,1126
44070,474.91,997,477.5,482.7,468.95,1127
44069,476.705,892,475,478,472.48,1128
44068,472.48,617,471,473.71,466.95,1129
44067,463.435,1207,463.69,466,460.96,1130
44064,457.18,630,448.75,457.56,448.75,1131
44063,453.04,889,454,458,448.95,1132
44062,459.96,522,462.95,462.95,457.04,1133
44061,462.3,551,466.56,466.56,456.3,1134
44060,458.35,3855,461.36,464.1,457,1135
44057,458,276,459.2,460.5,453.6,1136
44056,461.025,185,461.35,466.46,460.84,1137
44055,460.04,1270,460.35,463.1,455.75,1138
44054,444.54,613,451,455.46,444.54,1139
44053,437.04,623,442,442,435,1140
44050,442.46,534,441,443.7,438,1141
44049,449.67,447,444.6,449.71,438.85,1142
44048,447.25,1527,447.25,449.4,443.5,1143
44047,440,226,435.85,441.55,430.6,1144
44046,440.96,724,435.3,441.6,435,1145
44043,430,837,441.75,441.75,428.04,1146
44042,448,1533,444,450.01,436.33,1147
44041,457.8,1319,455,458.06,453.04,1148
44040,450.2,485,450,456.47,450,1149
44039,455,1252,466,477,451.04,1150
44036,465.95,680,466.05,466.05,459.59,1151
44035,469.26,1110,467,469.3,462.04,1152
44034,472.06,197,471.76,472.58,466.65,1153
44033,473.67,1650,473.8,473.8,469.49,1154
44032,474,382,466.3,474.21,466.3,1155
44029,465.94,841,470.8,470.95,465.9,1156
44028,464.8,265,469.75,470.22,464.8,1157
44027,466.21,920,473,476.6,466.21,1158
44026,463,593,454.2,464,454.2,1159
44025,455.39,1458,459.32,465,455.39,1160
44022,455.35,487,452.2,455.35,449.34,1161
44021,457,699,456.5,458.75,449.72,1162
44020,456,680,454.76,456,450,1163
44019,452.19,665,452.225,456.29,452.19,1164
44018,454.55,2573,452.6,457.9,452.2,1165
44014,449.25,1062,449.1,456.39,448.32,1166
44013,440.75,372,440,444.86,435.2,1167
44012,441,2292,434.1,441,434.1,1168
44011,438.275,344,433.75,440.99,432.32,1169
44008,433.875,1103,438.05,441.96,431.75,1170
44007,436,445,430.075,436,428.15,1171
44006,434.21,979,432.1,436.66,425.84,1172
44005,440,892,438.65,446,438.65,1173
44004,425.1,1110,425,429.6,422.05,1174
44001,420.04,804,435.85,435.85,420,1175
44000,421.14,276,424.1,426.9,420,1176
43999,428.16,184,422.85,428.2,422.65,1177
43998,424,1323,428,428.2,417,1178
43997,428.99,893,413.7,429.03,413.7,1179
43994,420.9,7223,434.075,437.1,420.9,1180
43993,417,2372,433.7,439.76,416.49,1181
43992,451.14,924,451.05,455.96,450.94,1182
43991,449.96,728,447.6,453.65,446.8,1183
43990,447.75,2415,451.65,454.4,445.98,1184
43987,456,3911,455,458.5,451.66,1185
43986,440,816,435.31,443.49,435.31,1186
43985,444.31,1329,435,449.99,432.76,1187
43984,432.76,785,425.65,432.76,425.65,1188
43983,427.36,653,419.55,427.4,419.55,1189
43980,418.56,1532,424.5,424.5,414.82,1190
43979,425.2,1306,416.5,430,415,1191
43978,411,5585,415,415,407,1192
43977,403,984,399.5,404.5,391,1193
43973,389.96,1093,390,390.83,386.2,1194
43972,393.6,307,398,398,393,1195
43971,398,1393,394.625,398.82,391.6,1196
43970,388.7,1200,388.88,393.5,387.51,1197
43969,384,2890,371.925,385,369,1198
43966,357.2,1660,355.5,365,355,1199
43965,359.9,2096,355.9,360.16,350,1200
43964,362,3564,369,373,356.53,1201
43963,375,1042,384,384,375,1202
43962,384,499,387.1,387.1,375,1203
43959,384,2121,380,384.52,380,1204
43958,370.25,2578,376.95,380,370,1205
43957,384,2040,366,384.99,362,1206
43956,376,1203,370.94,376,368,1207
43955,373.51,2992,367.75,373.51,364.67,1208
43952,385.2,1264,389.95,389.95,378,1209
43951,392.5,2233,390.64,392.5,382.65,1210
43950,392.59,1955,386.86,392.59,386.81,1211
43949,382.55,6308,389.99,390.99,382.55,1212
43948,385,399,375.32,385,375,1213
43945,375.31,2523,375,380,368.5,1214
43944,388.86,2358,374.89,390.11,370.04,1215
43943,382.74,1008,384.02,395,380.47,1216
43942,377.04,1900,381.45,390,376.04,1217
43941,395,3497,388.59,395,385.48,1218
43938,392.11,2355,388.56,395,387.86,1219
43937,377.32,12679,376.84,381.64,369.04,1220
43936,371.02,1183,372.12,393.2,369,1221
43935,392,2236,384.78,394.99,383,1222
43934,377.93,1127,389.9,389.9,375.76,1223
43930,380,5632,378.44,385,376.04,1224
43929,375,3077,373.958,376.27,369.69,1225
43928,372.04,1591,383.375,390,371.5,1226
43927,374.82,4497,370.72,374.82,366.54,1227
43924,364,5637,365.1,365.1,347.24,1228
43923,351.75,1100,350,364.6,345.0001,1229
43922,357.39,12771,351.22,357.39,350,1230
43921,373.9,1927,380,392.15,366.6,1231
43920,390,7800,373,390,368.6,1232
43917,395.9,1833,374.78,395.9,371,1233
43916,395.92,4210,381.25,408,381.25,1234
43915,401.85,1500,374.73,403.26,366.63,1235
43914,360.05,6835,363.02,396,356,1236
43913,330,7547,323.5,342.8,323.5,1237
43910,320,7175,339.845,340.65,320,1238
43909,309.15,2579,307.08,318.89,305.37,1239
43908,305.0401,6098,309.77,328.46,301.16,1240
43907,348.78,1042,342.11,359,335,1241
43906,327,2129,340.9,344,304.3,1242
43903,367,7234,368.99,368.99,343.5,1243
43902,337,5013,343.3,354.56,324.5,1244
43901,369.5,4855,379.38,381.3812,360.92,1245
43900,388.04,2968,398.01,398.01,378,1246
43899,377.14,2837,377.275,393.43,373.55,1247
43896,409.95,4274,409.56,410.7,401,1248
43895,415.91,5034,420.65,422.1512,411,1249
43894,435,945,423.9,435,423.9,1250
43893,415,7450,428.43,434.68,410,1251
43892,424.36,1245,415.49,424.36,413.4,1252
43889,413.5,6411,398.73,418.93,395.77,1253
43888,398.51,7179,400.6,413.84,398.51,1254
43887,420,1308,416.45,420,410.5,1255
43886,405.04,2384,417.725,420.25,405,1256
43885,418,3591,418.2,422.81,415.5,1257